    cometNumberAndOrbitType year month day perihelionDistancePD eccentricityE orbitalPeriodAndPerihelionW longitudeL inclinationI epochDate magnitudeMag slopeParameter namePart1 namePart2 namePart3 reference
    CK13U04Q  2014 07  3.9767  1.093763  0.981150   23.6690  317.8215  145.1297  20190228  13.5  4.0  C/2013 UQ4 (Catalina)                                    MPC102951
    CK13U10S  2015 11 15.9753  0.824597  1.000534  340.5029  186.2373  148.8445  20190228   4.4  4.0  C/2013 US10 (Catalina)                                   MPC110080
    CK13V010  2014 04 19.4808  1.670551  1.001244   48.1721   72.8160   64.9940  20190228  10.5  4.0  C/2013 V1 (Boattini)                                     MPC102951
    CK13V020  2014 10 12.4279  3.515418  1.001207   94.5162   48.3982   37.8342  20190228   7.0  4.0  C/2013 V2 (Borisov)                                      MPC_10027
    CK13V030  2013 10 27.0420  1.391040  0.889553  339.5363  101.0050   32.0990  20190228  14.0  4.0  C/2013 V3 (Nevski)                                       MPC_88329
    CK13V040  2015 10  6.6076  5.185323  0.999711   40.4052   55.6368   67.8595  20190228   6.0  4.0  C/2013 V4 (Catalina)                                     MPC111767
    CK13V050  2014 09 26.5579  0.631184  0.998034  314.7982  278.7741  154.8856  20190228   9.0  4.0  C/2013 V5 (Oukaimeden)                                   MPC102951
    PK13W010  2020 09 10.3843  1.420807  0.592754    1.3339  117.8529    4.6957  20190228  17.5  4.0  P/2013 W1 (PANSTARRS)                                    MPC_91613
    CK13W020  2014 11 23.8576  4.387296  0.546283  304.2085  178.3584    4.8464  20190228  13.5  2.0  C/2013 W2 (PANSTARRS)                                    MPC109141
    CK13X010  2016 04 20.0558  1.316122  1.000351  165.1165  131.6386  163.1801  20190228  10.5  2.0  C/2013 X1 (PANSTARRS)                                    MPC111767
    CK13Y020  2014 06 13.1197  1.929687  0.991959  309.1255  243.2961   29.3947  20190228  12.0  4.0  C/2013 Y2 (PANSTARRS)                                    MPC_90768
    PK13Y46G  2017 01 29.7595  1.787001  0.454674  242.4065   48.9045    7.8583  20190228  10.0  4.0  P/2013 YG46 (Spacewatch)                                 MPC101095
    PK14A020  2013 10 24.0426  2.090944  0.647021  356.3534  106.6275   24.5502  20190228  15.0  4.0  P/2014 A2 (Hill)                                         MPC_89728
    PK14A030  2023 04 19.9651  3.517871  0.242971  212.0831  230.4458   13.6938  20190228  12.0  4.0  P/2014 A3 (PANSTARRS)                                    MPC_92981
    CK14A040  2015 09  4.8828  4.174965  0.999376  356.6526   29.7210  121.3684  20190228   6.0  4.0  C/2014 A4 (SONEAR)                                       MPC108592
    CK14A050  2014 08  9.2459  4.805785  0.943052  182.3972  310.0704   31.9702  20190228  10.0  4.0  C/2014 A5 (PANSTARRS)                                    MPC_93585
    CK14A52A  2015 02 27.4697  1.998914  1.000231  292.1520  330.3998  105.1532  20190228  10.0  4.0  C/2014 AA52 (Catalina)                                   MPC_96865
    CK14B010  2017 09 10.9856  9.557029  1.001722  345.8704  161.3952   28.3860  20190228   4.0  4.0  C/2014 B1 (Schwartz)                                     MPC111767
    PK14C010  2019 04 13.2695  1.684500  0.446422   24.1446  167.8489    2.6808  20190228  15.5  4.0  P/2014 C1 (TOTAS)                                        MPC102095
    CK14C020  2014 02 18.6133  0.514346  0.999273   56.2355  283.5476  135.7156  20190228  18.0  4.0  C/2014 C2 (STEREO)                                       MPC_88697
    CK14C030  2014 01 16.7072  1.870300  0.982902  346.1331  204.5488  151.7796  20190228  14.0  4.0  C/2014 C3 (NEOWISE)                                      MPC_90272
    PK14E010  2021 07 19.8441  2.139694  0.423824  185.9506   39.0583   15.9804  20190228  14.0  4.0  P/2014 E1 (Larson)                                       MPC_91614
    CK14E020  2014 07  1.8376  0.659685  0.998870  344.1347   56.6375  156.3006  20190228   7.1  4.4  C/2014 E2 (Jacques)                                      MPC102951
    CK14F010  2013 10  4.9028  3.509532  0.998955    8.3895  239.8304  108.2709  20190228  10.5  4.0  C/2014 F1 (Hill)                                         MPC_90769
    CK14F020  2015 01  3.4365  4.317220  0.971455   86.1578  267.4481  119.1097  20190228   9.5  4.0  C/2014 F2 (Tenagra)                                      MPC_97495
    CK14F030  2021 05  1.1236  5.721136  0.649500    1.2514  327.3459    6.4875  20190228   6.0  4.0  C/2014 F3 (Sheppard-Trujillo)                            MPC_94280
    CK14G010  2013 11  5.1183  5.488466  0.990536   77.2240  337.9532  165.6480  20190228   9.0  4.0  C/2014 G1 (PANSTARRS)                                    MPC_90272
    CK14G030  2015 02  2.8086  4.708042  0.912356  148.1582    4.7400  156.0787  20190228   9.0  4.0  C/2014 G3 (PANSTARRS)                                    MPC101095
    CK14H010  2014 04 15.2063  2.149834  0.984800  169.3752   34.6897   99.9221  20190228  14.5  4.0  C/2014 H1 (Christensen)                                  MPC_88697
    CK14HJ5U  2015 05 19.5731  5.127090  0.767700  145.2583  115.7564    5.8181  20190228  10.5  4.0  C/2014 HU195 (Valdes-TOTAS)                              MPC105541
    CK14J010  2014 06 20.5664  1.712064  0.804449  195.5428   41.9694  159.7057  20190228  17.0  4.0  C/2014 J1 (Catalina)                                     MPC109588
    PK14L020  2014 07 16.1107  2.224614  0.647192  182.6215  149.3697    5.1902  20190228  12.0  4.0  P/2014 L2 (NEOWISE)                                      MPC_93585
    PK14L030  2014 06 29.9723  1.845634  0.773779  178.5657  115.4866    6.2739  20190228  16.0  4.0  P/2014 L3 (Hill)                                         MPC_90769
    CK14L050  2014 11 23.9799  6.201687  0.999237   45.5173   35.7167  122.8160  20190228   8.0  4.0  C/2014 L5 (Lemmon)                                       MPC_95731
    CK14M010  2015 08 26.9802  5.590756  0.998705  337.0276  234.7535  160.2159  20190228   9.0  4.0  C/2014 M1 (PANSTARRS)                                    MPC103844
    CK14M020  2014 07 19.3786  6.912736  0.996500   40.8044  245.2577   32.4050  20190228   6.0  4.0  C/2014 M2 (Christensen)                                  MPC109141
    CK14M030  2014 06 19.7532  2.434021  0.980369   93.5986   80.3562  164.9008  20190228  14.0  4.0  C/2014 M3 (Catalina)                                     MPC_90769
    PK14M040  2014 12 25.1289  2.392053  0.593260  148.0394  263.2870    3.3344  20190228  15.0  4.0  P/2014 M4 (PANSTARRS)                                    MPC_91614
    PK14M04G  2024 09  4.0538  3.707525  0.260195  298.9563  311.7578    9.3677  20190228   9.5  4.0  P/2014 MG4 (Spacewatch-PANSTARRS)                        MPC103844
    CK14N020  2014 10  7.4196  2.194993  0.999214  238.0942  143.8836  132.9541  20190228  14.5  4.0  C/2014 N2 (PANSTARRS)                                    MPC_93586
    CK14N030  2015 03 12.5093  3.873836  0.997634  353.4148   19.8997   61.6468  20190228   7.0  4.0  C/2014 N3 (NEOWISE)                                      MPC103844
    PK14O030  2014 04 18.7797  4.635244  0.386317  204.3903   87.6392    7.8093  20190228  10.5  4.0  P/2014 O3 (PANSTARRS)                                    MPC_98560
    CK14O04E  2016 12 11.7347  6.245949  1.001468   65.8162  240.3888   81.3474  20190228  11.0  2.0  C/2014 OE4 (PANSTARRS)                                   MPC112389
    CK14Q010  2015 07  5.8559  0.317676  0.999702  120.0679    8.8746   43.0920  20190228   8.0  4.0  C/2014 Q1 (PANSTARRS)                                    MPC100578
    CK14Q020  2015 01 29.0275  1.292493  0.997170   12.3860   95.0389   80.2049  20190228   2.7 10.0  C/2014 Q2 (Lovejoy)                                      MPC111767
    CK14Q02U  2014 07  8.9801  2.218334  0.989856  320.2557  332.8938  124.8144  20190228  15.0  4.0  C/2014 QU2 (PANSTARRS)                                   MPC_90770
    CK14Q030  2014 11 17.3798  1.648878  0.940911   47.3302   63.1374   89.8672  20190228  -0.5 20.0  C/2014 Q3 (Borisov)                                      MPC102952
    CK14Q060  2015 01  6.2369  4.217354  0.998972    2.4885  326.5679   49.8030  20190228   9.5  4.0  C/2014 Q6 (PANSTARRS)                                    MPC_95732
    CK14R010  2014 11 18.3074  1.351762  0.992450   55.7827  104.0264    9.9111  20190228   6.5  8.8  C/2014 R1 (Borisov)                                      MPC_95211
    CK14R030  2016 08  8.6255  7.277327  0.998790  113.4647  334.0939   90.8701  20190228   6.5  4.0  C/2014 R3 (PANSTARRS)                                    MPC111767
    CK14R040  2014 10 19.9421  1.819917  0.997825  180.7537  279.5713   42.3759  20190228  13.0  4.0  C/2014 R4 (Gibbs)                                        MPC_92982
    PK14R050  2022 08 19.9542  2.383450  0.412738  213.6970  126.5431    1.0882  20190228  15.0  4.0  P/2014 R5 (Lemmon-PANSTARRS)                             MPC_91615
    CK14S010  2013 10 29.9061  8.127511  1.003192  288.7318  352.6542  123.7615  20190228   7.0  4.0  C/2014 S1 (PANSTARRS)                                    MPC_95732
    CK14S020  2015 12  9.3206  2.083670  0.988106   87.4037    8.0655   64.4231  20190228  10.0  4.0  C/2014 S2 (PANSTARRS)                                    MPC104790
    CK14S030  2014 08 12.7676  2.043113  0.976240  293.0735  356.1151  169.3275  20190228  17.0  4.0  C/2014 S3 (PANSTARRS)                                    MPC_90770
    CK14T64G  2014 05 26.2256  3.226366  0.781886  294.5447   50.2999   22.2946  20190228  13.0  4.0  C/2014 TG64 (Catalina)                                   MPC_91615
    PK14U020  2019 10 11.4115  1.116622  0.615417   37.6008  354.2502    7.2804  20190228  19.5  4.0  P/2014 U2 (Kowalski)                                     MPC_92274
    CK14U030  2014 09  4.3428  2.551888  0.997346   51.2705  163.5970  152.9421  20190228  14.5  4.0  C/2014 U3 (Kowalski)                                     MPC_91616
    PK14U040  2021 02 13.6799  1.869851  0.466018  347.8732   12.0262    6.4385  20190228  18.0  4.0  P/2014 U4 (PANSTARRS)                                    MPC_91616
    PK14V010  2015 01 20.6704  2.560796  0.533103  177.5525  166.2260   22.4871  20190228  14.0  4.0  P/2014 V1 (PANSTARRS)                                    MPC_95211
    PK14W010  2014 07 24.8973  2.721923  0.389318  152.4590  246.2409    8.8418  20190228  15.5  4.0  P/2014 W1 (PANSTARRS)                                    MPC_93586
    CK14W020  2016 03  9.4560  2.670559  0.996243   84.9522   69.9619   82.0276  20190228   7.5  4.0  C/2014 W2 (PANSTARRS)                                    MPC110493
    CK14W030  2014 02 26.9225  6.063764  1.005696  158.8981  286.4464   90.1584  20190228   8.5  4.0  C/2014 W3 (PANSTARRS)                                    MPC_98561
    PK14W040  2016 01  1.6948  4.275369  0.352834   68.0053   33.3481   15.2686  20190228  11.0  4.0  P/2014 W4 (PANSTARRS)                                    MPC105542
    CK14W060  2015 03 18.8873  3.094711  1.001595  209.9532  338.1757   53.5243  20190228  10.5  4.0  C/2014 W6 (Catalina)                                     MPC_95211
    CK14W070  2014 12 31.7728  1.488380  0.869480   33.2726  151.2722   98.1869  20190228  16.0  4.0  C/2014 W7 (Christensen)                                  MPC_92982
    CK14W080  2015 09  9.5904  5.023852  0.971359  228.0480  224.8472   41.9458  20190228  11.0  4.0  C/2014 W8 (PANSTARRS)                                    MPC_91616
    CK14W090  2015 02 15.2536  1.594843  0.857726  167.9012   21.3109   10.6247  20190228  16.0  4.0  C/2014 W9 (PANSTARRS)                                    MPC_94672
    CK14W110  2015 06 16.7157  3.427109  0.647612  225.6785  295.8206   12.7369  20190228  10.0  4.0  C/2014 W11 (PANSTARRS)                                   MPC107047
    PK14W120  2021 06 19.6906  1.675597  0.523634   36.9278  299.2825    8.5137  20190228  15.0  4.0  P/2014 W12 (Gibbs)                                       MPC_93587
    PK14X010  2015 01  4.7786  1.809181  0.709004   34.0825   61.5096   26.0127  20190228  15.0  4.0  P/2014 X1 (Elenin)                                       MPC_94281
    CK14X08B  2015 04  4.9136  3.004898  0.995868  351.3524   37.5042  149.7867  20190228  13.5  4.0  C/2014 XB8 (PANSTARRS)                                   MPC_96866
    CK14Y010  2016 01 17.3928  2.247000  1.001828  182.3402   19.4886   14.9252  20190228   9.5  4.0  C/2014 Y1 (PANSTARRS)                                    MPC100579
    CK15A010  2015 03 13.3510  1.995661  0.901469  244.9191  341.0606   80.2691  20190228  14.5  4.0  C/2015 A1 (PANSTARRS)                                    MPC_95733
    CK15A020  2015 08  1.8353  5.341055  1.000000  208.8369  258.5042  109.1696  0         10.5  4.0  C/2015 A2 (PANSTARRS)                                    MPC_93587
    PK15A030  2015 02 20.4177  1.155324  0.852126  249.2194  277.1626  172.5283  20190228  20.0  4.0  P/2015 A3 (PANSTARRS)                                    MPC_92275
    PK15B010  2015 09 19.2463  5.982857  0.371309  188.6230  353.1773   18.0190  20190228   8.5  4.0  P/2015 B1 (PANSTARRS)                                    MPC_99270
    CK15B020  2016 05  6.4762  3.368108  1.000615  284.7361  341.8933  105.0466  20190228   9.5  4.0  C/2015 B2 (PANSTARRS)                                    MPC108592
    PK15B040  2015 02  9.9316  3.743304  0.562300  227.5774  266.0283    1.7600  20190228  11.0  4.0  P/2015 B4 (Lemmon-PANSTARRS)                             MPC109141
    PK15C010  2015 04 30.3860  2.896636  0.560659  178.4393  348.8421   13.8818  20190228  12.5  4.0  P/2015 C1 (TOTAS-Gibbs)                                  MPC101096
    CK15C020  2015 03  4.1579  0.707597  0.998047  334.0105   49.5725   94.4833  20190228  14.0  4.0  C/2015 C2 (SWAN)                                         MPC_95211
    CK15D020  2013 09 27.6271  5.649171  0.560067  292.6147  162.8149   31.9055  20190228   8.0  4.0  C/2015 D2 (PANSTARRS)                                    MPC_98561
    CK15D030  2016 05  3.1731  8.151283  1.003490    2.9995  157.0090  128.5316  20190228   5.5  4.0  C/2015 D3 (PANSTARRS)                                    MPC110080
    CK15D040  2014 10 28.2499  0.861146  0.989018  314.7195  305.5621   77.3502  20190228  12.0  4.0  C/2015 D4 (Borisov)                                      MPC_94672
    PK15D050  2014 04  5.1578  4.585554  0.489906   40.0645   74.0607   20.4934  20190228   9.0  4.0  P/2015 D5 (Kowalski)                                     MPC109141
    PK15D060  2015 07  9.9902  4.561277  0.363287  125.3988   46.1997   20.2217  20190228  10.5  4.0  P/2015 D6 (Lemmon-PANSTARRS)                             MPC_96866
    CK15E61R  2017 05 10.0655  1.041566  0.997543   68.1893  235.2207    6.3497  20190228  11.0  2.0  C/2015 ER61 (PANSTARRS)                                  MPC112390
    CK15E61b  2017 05 10.0432  1.043284  0.998901   68.2785  235.2557    6.3513  20190228  13.5  2.0  C/2015 E61-B (PANSTARRS)                                 MPEC_2018-BF5
    PK15F010  2021 10 26.8757  2.542915  0.278456  187.3496   40.4211    2.8032  20190228  12.5  4.0  P/2015 F1 (PANSTARRS)                                    MPC109142
    CK15F020  2015 04 29.3270  1.211404  0.968907  352.1727  262.4442   28.7309  20190228  16.5  4.0  C/2015 F2 (Polonia)                                      MPC_95733
    CK15F030  2015 03  8.0036  0.834255  0.995465   57.4703   31.6627   73.4584  20190228  14.5  4.0  C/2015 F3 (SWAN)                                         MPC_96279
    CK15F040  2015 08 11.2622  1.640596  0.985773   36.3100  285.9218   48.7853  20190228  11.0  4.0  C/2015 F4 (Jacques)                                      MPC102952
    CK15F050  2015 03 27.9152  0.348381  0.977586   13.4535  287.7510  149.3446  20190228  15.5  4.0  C/2015 F5 (SWAN-Xingming)                                MPC_95212
    CK15G00X  2015 08 27.1300  1.966086  0.878447  108.8671  235.5289   90.2771  20190228  14.0  4.0  C/2015 GX (PANSTARRS)                                    MPC102096
    CK15G020  2015 05 24.1089  0.781448  1.000533  257.6395  110.2043  147.6431  20190228  11.0  4.0  C/2015 G2 (MASTER)                                       MPC109142
    CK15H010  2015 03 27.3582  1.933957  0.939496   21.8936  325.8731  140.6315  20190228  13.5  4.0  C/2015 H1 (Bressi)                                       MPC_95733
    CK15H020  2016 09 13.8727  4.969314  1.005028  287.9653  350.6983   33.6882  20190228   7.5  4.0  C/2015 H2 (PANSTARRS)                                    MPC112390
    PK15H16G  2014 06 24.4683  3.110742  0.346642   47.3369   59.3229   18.8867  20190228  12.5  4.0  P/2015 HG16 (PANSTARRS)                                  MPC_10028
    CK15J010  2014 06 29.0770  6.032303  1.000342  315.5737  219.9984   94.9937  20190228   8.5  4.0  C/2015 J1 (PANSTARRS)                                    MPC100579
    CK15J020  2015 09  9.8206  4.325559  0.984830  203.8324   56.7327   17.2788  20190228  10.0  4.0  C/2015 J2 (PANSTARRS)                                    MPC101096
    PK15J030  2021 04 21.9134  1.492230  0.554599  129.4019  111.3558    8.1293  20190228  16.5  4.0  P/2015 J3 (NEOWISE)                                      MPC_95733
    CK15K010  2014 10 14.4834  2.554162  0.986604  280.2245    5.1239   29.3559  20190228   9.0  4.0  C/2015 K1 (MASTER)                                       MPC101096
    CK15K020  2015 06  9.1055  1.458720  0.995081   15.8933  223.6932   29.1134  20190228  20.0  4.0  C/2015 K2 (PANSTARRS)                                    MPC_95733
    CK15K040  2015 05  1.8197  2.013379  1.000648  357.6656  250.7120   80.2797  20190228  15.0  4.0  C/2015 K4 (PANSTARRS)                                    MPC_95733
    PK15K050  2015 06  6.9497  2.990092  0.554572  106.1856  134.2215   39.9546  20190228  13.5  4.0  P/2015 K5 (PANSTARRS)                                    MPC_95213
    CK15L02C  2015 05  2.1018  5.900552  1.000220  341.9719  223.5724   93.7130  20190228   8.0  4.0  C/2015 LC2 (PANSTARRS)                                   MPC111767
    CK15M010  2015 05 15.9121  2.094161  0.995073  164.0989  100.1883   57.3245  20190228  16.5  4.0  C/2015 M1 (PANSTARRS)                                    MPC_95734
    PK15M020  2015 09  2.4610  5.912193  0.180719  224.9418   86.5771    3.9737  20190228   8.5  4.0  P/2015 M2 (PANSTARRS)                                    MPC107684
    CK15M030  2015 08 26.4262  3.553633  0.974237  123.8094  143.0498   65.8995  20190228  12.0  4.0  C/2015 M3 (PANSTARRS)                                    MPC102097
    CK15O010  2018 02 19.1106  3.729922  0.999998   89.6089  299.8553  127.2136  20190228   6.5  4.0  C/2015 O1 (PANSTARRS)                                    MPC112390
    CK15P030  2015 07 27.7309  0.718321  0.997063  133.0352   87.9908   58.2010  20190228  15.5  4.0  C/2015 P3 (SWAN)                                         MPC_95734
    PK15P040  2016 01 18.5890  2.522003  0.583579  280.6766  104.7578    8.7172  20190228  14.0  4.0  P/2015 P4 (PANSTARRS)                                    MPC_99271
    PK15PM9D  2015 08 13.3015  4.826516  0.327479  352.2739  342.6904    2.0255  20190228  11.5  2.0  P/2015 PD229 (Cameron-ISON)                              MPC102952
    PK15Q010  2022 02 13.0031  1.799971  0.480409  199.8975  203.1775   22.4750  20190228  14.0  4.0  P/2015 Q1 (Scotti)                                       MPC_99819
    PK15Q020  2015 09  7.2976  1.823223  0.751759  244.3712  228.3552  146.4532  20190228  15.5  4.0  P/2015 Q2 (Pimentel)                                     MPC_96867
    PK15R010  2015 06 25.9394  2.158976  0.633050  300.3797   48.5149   22.6720  20190228  14.0  4.0  P/2015 R1 (PANSTARRS)                                    MPC_98562
    PK15R020  2015 06  9.5488  2.460989  0.452023  149.6669  168.6372   15.4641  20190228  14.5  4.0  P/2015 R2 (PANSTARRS)                                    MPC_95734
    CK15R030  2014 02 13.0886  4.897517  0.999971  272.0013   36.4022   83.6196  20190228  10.0  4.0  C/2015 R3 (PANSTARRS)                                    MPC102097
    CK15T020  2017 05 19.5395  6.934228  0.998720   30.7033   51.0613  124.5495  20190228   8.0  4.0  C/2015 T2 (PANSTARRS)                                    MPC112390
    PK15T030  2014 12 21.7056  2.127698  0.508181  178.6330  120.5019   13.0937  0         14.0  4.0  P/2015 T3 (PANSTARRS)                                    MPC_96280
    CK15T040  2016 06 18.1906  2.295461  0.971948  270.0647  251.7967   87.9589  20190228  11.0  4.0  C/2015 T4 (PANSTARRS)                                    MPC102953
    CK15T050  2016 01 21.3930  9.333777  0.666397   61.7720  311.1020   11.0474  20190228   7.5  4.0  C/2015 T5 (Sheppard-Tholen)                              MPC102097
    PK15T19O  2016 03  6.1899  2.928041  0.357767   89.2814  321.6377    6.4990  20190228  14.0  4.0  P/2015 TO19 (Lemmon-PANSTARRS)                           MPC102953
    PK15TK0P  2016 10 28.0932  3.387894  0.535284   82.7889    6.9762    8.7712  20190228  11.0  4.0  P/2015 TP200 (LINEAR)                                    MPC110080
    CK15TK9Q  2016 08 27.3096  1.412174  0.998385  281.6508  223.8758   11.3653  20190228  10.5  4.0  C/2015 TQ209 (LINEAR)                                    MPC101097
    CK15V010  2017 12 17.5703  4.266570  0.999841  179.6158  197.1894  139.2243  20190228   6.5  4.0  C/2015 V1 (PANSTARRS)                                    MPC112390
    CK15V020  2017 06 12.3189  1.638325  1.001726  164.9334   69.8433   49.8772  20190228   5.0  4.0  C/2015 V2 (Johnson)                                      MPC112390
    CK15V030  2015 11 24.1116  4.231743  0.993387    0.7153    2.3036   86.2306  20190228   9.0  4.0  C/2015 V3 (PANSTARRS)                                    MPC102953
    CK15V040  2016 08 29.3800  5.463909  0.705371  307.0816  179.9012   60.7437  20190228   8.5  4.0  C/2015 V4 (PANSTARRS)                                    MPC104791
    CK15V62L  2017 08 28.5876  2.714360  1.002319  128.7593   95.0713  165.8108  20190228   8.0  4.0  C/2015 VL62 (Lemmon-Yeung-PANSTARRS)                     MPC111768
    CK15W00Z  2016 04 14.5302  1.374794  0.990704   66.6093   40.1157  134.5310  20190228  15.0  4.0  C/2015 WZ (PANSTARRS)                                    MPC102098
    CK15W010  2016 05 16.8676  2.233933  1.000783   48.1380  114.3239   87.3063  20190228  13.0  4.0  C/2015 W1 (Gibbs)                                        MPC109142
    PK15W020  2015 09 30.1656  2.681014  0.633153  117.6588  294.2357   11.6062  20190228  13.0  4.0  P/2015 W2 (Catalina)                                     MPC101098
    PK15X010  2015 10  9.0681  2.109001  0.419002  219.0396  161.7816   12.1531  20190228  16.0  4.0  P/2015 X1 (PANSTARRS)                                    MPC101098
    CK15X01Y  2018 04 29.4604  7.927645  1.004469  196.3269  281.6216  148.8533  20190228   5.5  4.0  C/2015 XY1 (Lemmon)                                      MPC112390
    CK15X020  2015 12 20.8069  1.914328  0.879044   42.2211  101.0972   72.4421  20190228  16.0  4.0  C/2015 X2 (Catalina)                                     MPC_10028
    PK15X030  2015 08  6.9473  2.819820  0.437702  306.7268   77.3389   24.3817  20190228  15.0  4.0  P/2015 X3 (PANSTARRS)                                    MPC_97498
    CK15X040  2015 11  2.8096  3.396677  0.811507  176.3452  262.6242   29.5000  20190228  10.0  4.0  C/2015 X4 (Elenin)                                       MPC109142
    CK15X050  2017 12 30.7893  6.801345  1.003534   27.7408  122.3293  124.3037  20190228   7.5  4.0  C/2015 X5 (PANSTARRS)                                    MPC112390
    PK15X060  2020 10 17.2196  2.279596  0.171996  329.8275  106.9476    4.5644  20190228  16.0  4.0  P/2015 X6 (PANSTARRS)                                    MPC101098
    CK15X070  2016 07 30.0027  3.686436  1.000932  348.5124  139.8846   57.5631  20190228   9.0  4.0  C/2015 X7 (ATLAS)                                        MPC109143
    CK15X080  2015 10 23.6737  1.189479  0.939824   20.4566  191.1327  155.2504  20190228  16.0  4.0  C/2015 X8 (NEOWISE)                                      MPC107048
    CK15Y010  2016 05 14.8662  2.515887  0.990637   24.7159  135.7994   71.1920  20190228  12.0  4.0  C/2015 Y1 (LINEAR)                                       MPC109143
    CK15Y01G  2015 09 28.0472  2.067752  0.878686  102.5873  350.4753   57.2507  20190228  13.0  4.0  C/2015 YG1 (NEOWISE)                                     MPC105543
    CK16A010  2017 11 23.3525  5.327520  1.002342   10.3215  128.1863  121.1997  20190228   6.0  4.0  C/2016 A1 (PANSTARRS)                                    MPC112390
    PK16A020  2015 06 25.6140  3.451790  0.272617  141.6806  291.6435   26.3998  20190228  11.5  4.0  P/2016 A2 (Christensen)                                  MPC_10028
    PK16A030  2017 04 24.7276  4.805588  0.388448  339.8470  187.5932    8.5390  20190228  10.0  4.0  P/2016 A3 (PANSTARRS)                                    MPC110494
    CK16A050  2015 06 27.1858  2.948050  0.996090  321.6345  136.1287   40.2366  20190228  13.5  4.0  C/2016 A5 (PANSTARRS)                                    MPC109143
    CK16A060  2015 11  6.0246  2.411086  0.988455  141.1159  300.3334  120.9342  20190228  15.0  4.0  C/2016 A6 (PANSTARRS)                                    MPC109143
    PK16A070  2016 02 25.8613  2.180858  0.566254  352.6007  221.4609   16.6363  20190228  16.0  4.0  P/2016 A7 (PANSTARRS)                                    MPC102098
    CK16A080  2016 08 30.0973  1.882125  0.945257  130.3435  111.3530  148.2444  20190228  12.0  4.0  C/2016 A8 (LINEAR)                                       MPC106345
    CK16B010  2016 12  4.8548  3.208903  0.992532    8.6231  231.9537   50.4754  20190228   9.5  4.0  C/2016 B1 (NEOWISE)                                      MPC107048
    PK16B14A  2021 06 17.1900  1.011014  0.665586  351.9255  180.5407   18.9071  20190228  21.0  4.0  P/2016 BA14 (PANSTARRS)                                  MPC109143
    CK16C010  2016 02 19.9475  8.467011  1.003648  328.8039  181.7845   56.1911  20190228   5.5  4.0  C/2016 C1 (PANSTARRS)                                    MPC110494
    CK16C020  2016 04 19.7422  1.562413  0.976153  214.4842   24.4124   38.1352  20190228  16.0  4.0  C/2016 C2 (NEOWISE)                                      MPC101098
    CK16E010  2017 06  3.1651  8.178645  1.004117   47.4104  233.0391  131.8924  20190228   6.5  4.0  C/2016 E1 (PANSTARRS)                                    MPC110494
    CK16E020  2016 02  6.4255  1.076611  0.992176  321.8415  186.7274  135.9348  20190228  20.0  4.0  C/2016 E2 (Kowalski)                                     MPC_99821
    PK16G010  2021 03 22.6543  2.038966  0.210599  111.2697  204.0659   10.9678  20190228  14.0  4.0  P/2016 G1 (PANSTARRS)                                    MPC102098
    PK16J01a  2016 06 24.9788  2.449396  0.228343   46.7806  199.8505   14.3272  20190228  16.5  4.0  P/2016 J1-A (PANSTARRS)                                  MPEC_2017-D91
    PK16J01b  2016 06 24.5508  2.449581  0.228194   46.6719  199.8553   14.3300  20190228  17.0  4.0  P/2016 J1-B (PANSTARRS)                                  MPEC_2017-A77
    CK16J020  2016 04 11.8424  1.520945  0.997423  318.5560  186.2583  130.3456  20190228  17.0  4.0  C/2016 J2 (Denneau)                                      MPC101099
    CK16K00A  2016 02  1.6249  5.403905  0.998360   63.1523  317.5257  104.6537  20190228   8.5  4.0  C/2016 KA (Catalina)                                     MPC102099
    CK16K010  2016 07 13.2118  2.291871  0.999691   18.2423  325.6641   90.8727  20190228  13.0  4.0  C/2016 K1 (LINEAR)                                       MPC104792
    CK16M010  2018 08 10.1778  2.210552  0.998964  209.8300   92.2038   91.0005  20190228   5.0  4.0  C/2016 M1 (PANSTARRS)                                    MPC112390
    CK16N040  2017 09 16.5104  3.199066  0.998785   55.9490  354.0194   72.5624  20190228   8.5  4.0  C/2016 N4 (MASTER)                                       MPC112390
    CK16N060  2018 07 18.2054  2.669042  0.998804  162.8040  298.9777  105.8362  20190228   7.0  4.0  C/2016 N6 (PANSTARRS)                                    MPC112390
    PK16P010  2021 06  9.7560  2.270160  0.289543  269.9915  319.5786   24.4491  20190228  15.0  4.0  P/2016 P1 (PANSTARRS)                                    MPC102099
    CK16P040  2016 10 17.1083  5.889429  0.983982  356.0650  320.7658   29.8863  20190228  10.5  4.0  C/2016 P4 (PANSTARRS)                                    MPC102099
    CK16Q020  2021 05 10.9996  7.084796  0.998891   84.4492  322.3063  109.3966  20190228   6.0  4.0  C/2016 Q2 (PANSTARRS)                                    MPC112391
    CK16Q040  2018 01 26.2225  7.085679  0.579376   99.3787  271.2869    7.2574  20190228   7.0  4.0  C/2016 Q4 (Kowalski)                                     MPC102955
    CK16R020  2018 05  9.5652  2.602464  0.996023   33.1910   80.5701   58.2243  20190228   7.0  4.0  C/2016 R2 (PANSTARRS)                                    MPC112391
    CK16R030  2016 10 10.8474  0.449075  0.997758  118.1476   78.6266   53.0457  20190228  18.0  4.0  C/2016 R3 (Borisov)                                      MPC102099
    PK16R040  2016 07 20.4735  2.797198  0.475442  173.9877  168.3153   10.8632  20190228  12.5  4.0  P/2016 R4 (Gibbs)                                        MPC109144
